ipft,key,name,iallom,tropical,savannah,conifer,grass,liana,pathway,rho,SLA,hgt.ref,b1Ht,b2Ht,b1Bl,b2Bl,b1Bs.small,b2Bs.small,b1Bs.large,b2Bs.large,qroot,qsw,qbark,hgt.min,hgt.max,dbh.min,dbh.crit,bdead.crit
1,C4G,C4 grass,0,TRUE,FALSE,FALSE,TRUE,FALSE,4,0.2,22.7,NA,0.851956484407797,0.64,0.034605818762443,1.59425869701585,0.050183570466585,2.35979588078179,0.038872794055793,1.97013334092668,1,0.005820512820513,0,0.5,1.5,0.089436672273485,0.49775724757631,0.004836764295732
2,ETR,Early tropical,0,TRUE,FALSE,FALSE,FALSE,FALSE,3,0.53,16.0179385221953,NA,0.851956484407797,0.64,0.059147223080564,1.57055692807539,0.12433788220747,2.34709850456368,0.583674052955799,1.97932359327329,1,0.00410716372364,0,0.5,35,0.089436672273485,68.3095334747777,1256.84531745335
3,MTR,Mid tropical,0,TRUE,FALSE,FALSE,FALSE,FALSE,3,0.71,11.6448211976991,NA,0.851956484407797,0.64,0.069466388866976,1.56344590924477,0.163239085841639,2.34328903019013,0.76628632515236,1.97551411889974,1,0.002985851589154,0,0.5,35,0.089436672273485,68.3095334747777,1623.73110357794
4,LTR,Late tropical,0,TRUE,FALSE,FALSE,FALSE,FALSE,3,0.9,9.66341977026859,NA,0.851956484407797,0.64,0.079143638348777,1.55767879624443,0.203564670995361,2.34019950536853,0.955585011173194,1.97242459407813,1,0.002477799941095,0,0.5,35,0.089436672273485,68.3095334747777,1998.5945003419
5,TTG,Temperate C3 Grass,0,FALSE,FALSE,FALSE,TRUE,FALSE,3,0.08,22,0,0.4778,-0.75,0.08,1,1E-05,1,1E-05,1,1,0.005641025641026,0,0.15,0.45391,0.502384758109306,3.99430969807199,1.99715484903599E-05
6,NPN,North Pine,0,FALSE,FALSE,TRUE,FALSE,FALSE,3,NA,6,1.3,27.14,-0.03884,0.024,1.899,0.147,2.238,0.147,2.238,0.3463,0.001538461538462,0,1.5,27.11286,0.190434691671091,77.7029455069809,1250.50785443042
7,SPN,South Pine,0,FALSE,FALSE,TRUE,FALSE,FALSE,3,NA,9,1.3,27.14,-0.03884,0.024,1.899,0.147,2.238,0.147,2.238,0.3463,0.002307692307692,0,1.5,27.11286,0.190434691671091,77.7029455069809,1250.50785443042
8,LCN,Late conifer,0,FALSE,FALSE,TRUE,FALSE,FALSE,3,NA,10,1.3,22.79,-0.04445,0.0454,1.6829,0.1617,2.1536,0.1617,2.1536,0.3463,0.002564102564103,0,1.5,22.76721,0.198301749779099,64.0400157678846,628.136202033994
9,EHW,Early hardwood,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,NA,30,1.3,22.6799,-0.06534,0.0129,1.7477,0.02648,2.95954,0.02648,2.95954,1.1274,0.007692307692308,0,1.5,22.6572201,0.13556004073669,43.4927940608198,935.081675241567
10,MHW,Mid hardwood,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,NA,24.2,1.3,25.18,-0.04964,0.048,1.455,0.1617,2.4572,0.1617,2.4572,1.1274,0.006205128205128,0,1.5,25.15482,0.160647137767314,59.3171178353759,1839.66192824272
11,LHW,Late hardwood,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,NA,60,1.3,23.3874,-0.05404,0.017,1.731,0.235,2.2518,0.235,2.2518,1.1274,0.015384615384615,0,1.5,23.3640126,0.158926500977565,53.1458688782967,902.50603160036
12,ESV,Early savannah,0,TRUE,TRUE,FALSE,FALSE,FALSE,3,0.53,16.0179385221953,NA,0.851956484407797,0.64,0.059147223080564,1.57055692807539,0.12433788220747,2.34709850456368,0.583674052955799,1.97932359327329,1,0.00410716372364,0,0.5,35,0.089436672273485,68.3095334747777,1256.84531745335
13,MSV,Mid savannah,0,TRUE,TRUE,FALSE,FALSE,FALSE,3,0.71,11.6448211976991,NA,0.851956484407797,0.64,0.069466388866976,1.56344590924477,0.163239085841639,2.34328903019013,0.76628632515236,1.97551411889974,1,0.002985851589154,0,0.5,35,0.089436672273485,68.3095334747777,1623.73110357794
14,LSV,Late Savannah,0,TRUE,TRUE,FALSE,FALSE,FALSE,3,0.9,9.66341977026859,NA,0.851956484407797,0.64,0.079143638348777,1.55767879624443,0.203564670995361,2.34019950536853,0.955585011173194,1.97242459407813,1,0.002477799941095,0,0.5,35,0.089436672273485,68.3095334747777,1998.5945003419
15,ARC,Araucaria,0,TRUE,FALSE,TRUE,FALSE,FALSE,3,0.52,6.324555,NA,0.851956484407797,0.64,0.058530801381342,1.57102018952949,0.122152326882436,2.34734668034266,0.573414493183076,1.97957176905227,1,0.001621680769231,0,0.5,35,0.089436672273485,68.3095334747777,1236.04813485531
16,C3G,C3 grass,0,TRUE,FALSE,FALSE,TRUE,FALSE,3,0.2,22.7,NA,0.851956484407797,0.64,0.034605818762443,1.59425869701585,0.050183570466585,2.35979588078179,0.038872794055793,1.97013334092668,1,0.005820512820513,0,0.5,35,0.089436672273485,0.49775724757631,0.004836764295732
17,LNA,Liana,0,TRUE,FALSE,FALSE,FALSE,TRUE,3,0.46,17.8795397089298,61.7,0.1136442,0.8675,0.0643,1.6105,0.2749,2.69373,0.2749,2.69373,1,0.004584497361264,0,0.5,35,0.03896,10,68
1,C4G,C4 grass,1,TRUE,FALSE,FALSE,TRUE,FALSE,4,0.2,22.7,NA,0.851956484407797,0.64,0.034605818762443,1.59425869701585,0.062722788018036,2.432361,0.064723003649644,2.4255736,1,0.005820512820513,0,0.5,1.5,0.089436672273485,0.49775724757631,0.005746888439206
2,ETR,Early tropical,1,TRUE,FALSE,FALSE,FALSE,FALSE,3,0.53,16.0179385221953,NA,0.851956484407797,0.64,0.059147223080564,1.57055692807539,0.166215388247796,2.432361,0.171515959671558,2.4255736,1,0.00410716372364,0,0.5,35,0.089436672273485,68.3095334747777,2408.58539724113
3,MTR,Mid tropical,1,TRUE,FALSE,FALSE,FALSE,FALSE,3,0.71,11.6448211976991,NA,0.851956484407797,0.64,0.069466388866976,1.56344590924477,0.222665897464028,2.432361,0.229766662956238,2.4255736,1,0.002985851589154,0,0.5,35,0.089436672273485,68.3095334747777,3226.5955321532
4,LTR,Late tropical,1,TRUE,FALSE,FALSE,FALSE,FALSE,3,0.9,9.66341977026859,NA,0.851956484407797,0.64,0.079143638348777,1.55767879624443,0.282252546081163,2.432361,0.2912535164234,2.4255736,1,0.002477799941095,0,0.5,35,0.089436672273485,68.3095334747777,4090.0506745604
5,TTG,Temperate C3 Grass,1,FALSE,FALSE,FALSE,TRUE,FALSE,3,0.08,22,0,0.4778,-0.75,0.08,1,1E-05,1,1E-05,1,1,0.005641025641026,0,0.15,0.45391,0.502384758109306,3.99430969807199,1.99715484903599E-05
6,NPN,North Pine,1,FALSE,FALSE,TRUE,FALSE,FALSE,3,NA,6,1.3,27.14,-0.03884,0.024,1.899,0.147,2.238,0.147,2.238,0.3463,0.001538461538462,0,1.5,27.11286,0.190434691671091,77.7029455069809,1250.50785443042
7,SPN,South Pine,1,FALSE,FALSE,TRUE,FALSE,FALSE,3,NA,9,1.3,27.14,-0.03884,0.024,1.899,0.147,2.238,0.147,2.238,0.3463,0.002307692307692,0,1.5,27.11286,0.190434691671091,77.7029455069809,1250.50785443042
8,LCN,Late conifer,1,FALSE,FALSE,TRUE,FALSE,FALSE,3,NA,10,1.3,22.79,-0.04445,0.0454,1.6829,0.1617,2.1536,0.1617,2.1536,0.3463,0.002564102564103,0,1.5,22.76721,0.198301749779099,64.0400157678846,628.136202033994
9,EHW,Early hardwood,1,FALSE,FALSE,FALSE,FALSE,FALSE,3,NA,30,1.3,22.6799,-0.06534,0.0129,1.7477,0.02648,2.95954,0.02648,2.95954,1.1274,0.007692307692308,0,1.5,22.6572201,0.13556004073669,43.4927940608198,935.081675241567
10,MHW,Mid hardwood,1,FALSE,FALSE,FALSE,FALSE,FALSE,3,NA,24.2,1.3,25.18,-0.04964,0.048,1.455,0.1617,2.4572,0.1617,2.4572,1.1274,0.006205128205128,0,1.5,25.15482,0.160647137767314,59.3171178353759,1839.66192824272
11,LHW,Late hardwood,1,FALSE,FALSE,FALSE,FALSE,FALSE,3,NA,60,1.3,23.3874,-0.05404,0.017,1.731,0.235,2.2518,0.235,2.2518,1.1274,0.015384615384615,0,1.5,23.3640126,0.158926500977565,53.1458688782967,902.50603160036
12,ESV,Early savannah,1,TRUE,TRUE,FALSE,FALSE,FALSE,3,0.53,16.0179385221953,NA,0.851956484407797,0.64,0.059147223080564,1.57055692807539,0.166215388247796,2.432361,0.171515959671558,2.4255736,1,0.00410716372364,0,0.5,35,0.089436672273485,68.3095334747777,2408.58539724113
13,MSV,Mid savannah,1,TRUE,TRUE,FALSE,FALSE,FALSE,3,0.71,11.6448211976991,NA,0.851956484407797,0.64,0.069466388866976,1.56344590924477,0.222665897464028,2.432361,0.229766662956238,2.4255736,1,0.002985851589154,0,0.5,35,0.089436672273485,68.3095334747777,3226.5955321532
14,LSV,Late Savannah,1,TRUE,TRUE,FALSE,FALSE,FALSE,3,0.9,9.66341977026859,NA,0.851956484407797,0.64,0.079143638348777,1.55767879624443,0.282252546081163,2.432361,0.2912535164234,2.4255736,1,0.002477799941095,0,0.5,35,0.089436672273485,68.3095334747777,4090.0506745604
15,ARC,Araucaria,1,TRUE,FALSE,TRUE,FALSE,FALSE,3,0.52,6.324555,NA,0.851956484407797,0.64,0.058530801381342,1.57102018952949,0.163079248846894,2.432361,0.168279809489075,2.4255736,1,0.001621680769231,0,0.5,35,0.089436672273485,68.3095334747777,2363.14038974601
16,C3G,C3 grass,1,TRUE,FALSE,FALSE,TRUE,FALSE,3,0.2,22.7,NA,0.851956484407797,0.64,0.034605818762443,1.59425869701585,0.062722788018036,2.432361,0.064723003649644,2.4255736,1,0.005820512820513,0,0.5,1.5,0.089436672273485,0.49775724757631,0.005746888439206
17,LNA,Liana,1,TRUE,FALSE,FALSE,FALSE,TRUE,3,0.46,17.8795397089298,61.7,0.1136442,0.8675,0.0643,1.6105,0.2749,2.69373,0.2749,2.69373,1,0.004584497361264,0,0.5,35,0.03896,10,68
1,C4G,C4 grass,2,TRUE,FALSE,FALSE,TRUE,FALSE,4,0.2,22.7,61.7,0.0352,0.694,0.157694738059163,0.97494935,0.062722788018036,2.432361,0.064723003649644,2.4255736,1,0.005820512820513,0,0.5,1.5,0.121182722636311,0.597139899491996,0.008948115367596
2,ETR,Early tropical,2,TRUE,FALSE,FALSE,FALSE,FALSE,3,0.53,16.0179385221953,61.7,0.0352,0.694,0.417891055856782,0.97494935,0.166215388247796,2.432361,0.171515959671558,2.4255736,1,0.00410716372364,0,0.5,35,0.121182722636311,96.2578089649901,5547.19632931601
3,MTR,Mid tropical,2,TRUE,FALSE,FALSE,FALSE,FALSE,3,0.71,11.6448211976991,61.7,0.0352,0.694,0.559816320110028,0.97494935,0.222665897464028,2.432361,0.229766662956238,2.4255736,1,0.002985851589154,0,0.5,35,0.121182722636311,96.2578089649901,7431.14979964975
4,LTR,Late tropical,2,TRUE,FALSE,FALSE,FALSE,FALSE,3,0.9,9.66341977026859,61.7,0.0352,0.694,0.709626321266233,0.97494935,0.282252546081163,2.432361,0.2912535164234,2.4255736,1,0.002477799941095,0,0.5,35,0.121182722636311,96.2578089649901,9419.76735166869
5,TTG,Temperate C3 Grass,2,FALSE,FALSE,FALSE,TRUE,FALSE,3,0.08,22,0,0.4778,-0.75,0.08,1,1E-05,1,1E-05,1,1,0.005641025641026,0,0.15,0.45391,0.502384758109306,3.99430969807199,1.99715484903599E-05
6,NPN,North Pine,2,FALSE,FALSE,TRUE,FALSE,FALSE,3,NA,6,1.3,27.14,-0.03884,0.024,1.899,0.147,2.238,0.147,2.238,0.3463,0.001538461538462,0,1.5,27.11286,0.190434691671091,77.7029455069809,1250.50785443042
7,SPN,South Pine,2,FALSE,FALSE,TRUE,FALSE,FALSE,3,NA,9,1.3,27.14,-0.03884,0.024,1.899,0.147,2.238,0.147,2.238,0.3463,0.002307692307692,0,1.5,27.11286,0.190434691671091,77.7029455069809,1250.50785443042
8,LCN,Late conifer,2,FALSE,FALSE,TRUE,FALSE,FALSE,3,NA,10,1.3,22.79,-0.04445,0.0454,1.6829,0.1617,2.1536,0.1617,2.1536,0.3463,0.002564102564103,0,1.5,22.76721,0.198301749779099,64.0400157678846,628.136202033994
9,EHW,Early hardwood,2,FALSE,FALSE,FALSE,FALSE,FALSE,3,NA,30,1.3,22.6799,-0.06534,0.0129,1.7477,0.02648,2.95954,0.02648,2.95954,1.1274,0.007692307692308,0,1.5,22.6572201,0.13556004073669,43.4927940608198,935.081675241567
10,MHW,Mid hardwood,2,FALSE,FALSE,FALSE,FALSE,FALSE,3,NA,24.2,1.3,25.18,-0.04964,0.048,1.455,0.1617,2.4572,0.1617,2.4572,1.1274,0.006205128205128,0,1.5,25.15482,0.160647137767314,59.3171178353759,1839.66192824272
11,LHW,Late hardwood,2,FALSE,FALSE,FALSE,FALSE,FALSE,3,NA,60,1.3,23.3874,-0.05404,0.017,1.731,0.235,2.2518,0.235,2.2518,1.1274,0.015384615384615,0,1.5,23.3640126,0.158926500977565,53.1458688782967,902.50603160036
12,ESV,Early savannah,2,TRUE,TRUE,FALSE,FALSE,FALSE,3,0.53,16.0179385221953,61.7,0.0352,0.694,0.417891055856782,0.97494935,0.166215388247796,2.432361,0.171515959671558,2.4255736,1,0.00410716372364,0,0.5,35,0.121182722636311,96.2578089649901,5547.19632931601
13,MSV,Mid savannah,2,TRUE,TRUE,FALSE,FALSE,FALSE,3,0.71,11.6448211976991,61.7,0.0352,0.694,0.559816320110028,0.97494935,0.222665897464028,2.432361,0.229766662956238,2.4255736,1,0.002985851589154,0,0.5,35,0.121182722636311,96.2578089649901,7431.14979964975
14,LSV,Late Savannah,2,TRUE,TRUE,FALSE,FALSE,FALSE,3,0.9,9.66341977026859,61.7,0.0352,0.694,0.709626321266233,0.97494935,0.282252546081163,2.432361,0.2912535164234,2.4255736,1,0.002477799941095,0,0.5,35,0.121182722636311,96.2578089649901,9419.76735166869
15,ARC,Araucaria,2,TRUE,FALSE,TRUE,FALSE,FALSE,3,0.52,6.324555,61.7,0.0352,0.694,0.410006318953824,0.97494935,0.163079248846894,2.432361,0.168279809489075,2.4255736,1,0.001621680769231,0,0.5,35,0.121182722636311,96.2578089649901,5442.5322476308
16,C3G,C3 grass,2,TRUE,FALSE,FALSE,TRUE,FALSE,3,0.2,22.7,61.7,0.0352,0.694,0.157694738059163,0.97494935,0.062722788018036,2.432361,0.064723003649644,2.4255736,1,0.005820512820513,0,0.5,1.5,0.121182722636311,0.597139899491996,0.008948115367596
17,LNA,Liana,2,TRUE,FALSE,FALSE,FALSE,TRUE,3,0.46,17.8795397089298,61.7,0.1136442,0.8675,0.0643,1.6105,0.2749,2.69373,0.2749,2.69373,1,0.004584497361264,0,0.5,35,0.03896,10,68
1,C4G,C4 grass,3,TRUE,FALSE,FALSE,TRUE,FALSE,4,0.2,22.7,NA,1.139963,0.564899,0.020603321585903,0.6410495,1.66682009125783E-06,0.6410495,1.66682009125783E-06,0.6410495,1,1E-05,0,0.5,1.5,0.038967672720458,0.272469472385343,2.0406265165329E-07
2,ETR,Early tropical,3,TRUE,FALSE,FALSE,FALSE,FALSE,3,0.53,16.0179385221953,NA,1.139963,0.564899,0.029198226685159,0.6410495,0.032134272731207,1.0044785,0.032134272731207,1.0044785,1,0.278356585516419,0.010329223856429,0.5,46,0.038967672720458,116.696162125978,10684.9069549354
3,MTR,Mid tropical,3,TRUE,FALSE,FALSE,FALSE,FALSE,3,0.71,11.6448211976991,NA,1.139963,0.564899,0.04016338182096,0.6410495,0.043104205591504,1.0044785,0.043104205591504,1.0044785,1,0.271087930191279,0.01005949943856,0.5,46,0.038967672720458,116.696162125978,14332.4988234244
4,LTR,Late tropical,3,TRUE,FALSE,FALSE,FALSE,FALSE,3,0.9,9.66341977026859,NA,1.139963,0.564899,0.048398539142319,0.6410495,0.054697190653817,1.0044785,0.054697190653817,1.0044785,1,0.285162466990384,0.01058177571596,0.5,46,0.038967672720458,116.696162125978,18187.2606148893
5,TTG,Temperate C3 Grass,3,FALSE,FALSE,FALSE,TRUE,FALSE,3,0.08,22,0,0.4778,-0.75,0.08,1,1E-05,1,1E-05,1,1,0.005641025641026,0,0.15,0.45391,0.502384758109306,3.99430969807199,1.99715484903599E-05
6,NPN,North Pine,3,FALSE,FALSE,TRUE,FALSE,FALSE,3,NA,6,1.3,27.14,-0.03884,0.024,1.899,0.147,2.238,0.147,2.238,0.3463,0.001538461538462,0,1.5,27.11286,0.190434691671091,77.7029455069809,1250.50785443042
7,SPN,South Pine,3,FALSE,FALSE,TRUE,FALSE,FALSE,3,NA,9,1.3,27.14,-0.03884,0.024,1.899,0.147,2.238,0.147,2.238,0.3463,0.002307692307692,0,1.5,27.11286,0.190434691671091,77.7029455069809,1250.50785443042
8,LCN,Late conifer,3,FALSE,FALSE,TRUE,FALSE,FALSE,3,NA,10,1.3,22.79,-0.04445,0.0454,1.6829,0.1617,2.1536,0.1617,2.1536,0.3463,0.002564102564103,0,1.5,22.76721,0.198301749779099,64.0400157678846,628.136202033994
9,EHW,Early hardwood,3,FALSE,FALSE,FALSE,FALSE,FALSE,3,NA,30,1.3,22.6799,-0.06534,0.0129,1.7477,0.02648,2.95954,0.02648,2.95954,1.1274,0.007692307692308,0,1.5,22.6572201,0.13556004073669,43.4927940608198,935.081675241567
10,MHW,Mid hardwood,3,FALSE,FALSE,FALSE,FALSE,FALSE,3,NA,24.2,1.3,25.18,-0.04964,0.048,1.455,0.1617,2.4572,0.1617,2.4572,1.1274,0.006205128205128,0,1.5,25.15482,0.160647137767314,59.3171178353759,1839.66192824272
11,LHW,Late hardwood,3,FALSE,FALSE,FALSE,FALSE,FALSE,3,NA,60,1.3,23.3874,-0.05404,0.017,1.731,0.235,2.2518,0.235,2.2518,1.1274,0.015384615384615,0,1.5,23.3640126,0.158926500977565,53.1458688782967,902.50603160036
12,ESV,Early savannah,3,TRUE,TRUE,FALSE,FALSE,FALSE,3,0.53,16.0179385221953,NA,1.139963,0.564899,0.029198226685159,0.6410495,0.029519040967825,1.0093501,0.029519040967825,1.0093501,1,0.278356585516419,0.074578327257383,0.5,46,0.038967672720458,116.696162125978,10474.7713030912
13,MSV,Mid savannah,3,TRUE,TRUE,FALSE,FALSE,FALSE,3,0.71,11.6448211976991,NA,1.139963,0.564899,0.04016338182096,0.6410495,0.039652632203867,1.0093501,0.039652632203867,1.0093501,1,0.271087930191279,0.072630882203932,0.5,46,0.038967672720458,116.696162125978,14070.6554238608
14,LSV,Late Savannah,3,TRUE,TRUE,FALSE,FALSE,FALSE,3,0.9,9.66341977026859,NA,1.139963,0.564899,0.048398539142319,0.6410495,0.050375468094417,1.0093501,0.050375468094417,1.0093501,1,0.285162466990384,0.07640178422679,0.5,46,0.038967672720458,116.696162125978,17875.6318049198
15,ARC,Araucaria,3,TRUE,FALSE,TRUE,FALSE,FALSE,3,0.52,6.324555,NA,1.139963,0.564899,0.073949139504677,0.6410495,0.031525276246333,1.0044785,0.031525276246333,1.0044785,1,0.046206999510691,0.003593232758198,0.5,46,0.038967672720458,116.696162125978,10482.410672191
16,C3G,C3 grass,3,TRUE,FALSE,FALSE,TRUE,FALSE,3,0.2,22.7,NA,1.139963,0.564899,0.020603321585903,0.6410495,1.66682009125783E-06,0.6410495,1.66682009125783E-06,0.6410495,1,1E-05,0,0.5,1.5,0.038967672720458,0.272469472385343,2.0406265165329E-07
17,LNA,Liana,3,TRUE,FALSE,FALSE,FALSE,TRUE,3,0.46,17.8795397089298,61.7,0.1136442,0.8675,0.0643,1.6105,0.2749,2.69373,0.2749,2.69373,1,0.004584497361264,0,0.5,35,0.03896,10,68
